host_id,total_guests,raw_black,prop_black,any_black,past_guest_merge
4143105,59,0,0,0,matched (3)
4143909,187,0,0,0,matched (3)
4144133,3,0,0,0,matched (3)
4149493,248,6,.024193548,1,matched (3)
4150414,39,1,.025641026,1,matched (3)
4151836,30,0,0,0,matched (3)
4152391,19,0,0,0,matched (3)
4152776,214,0,0,0,matched (3)
4154520,129,0,0,0,matched (3)
4154897,82,1,.012195121,1,matched (3)
4156708,7,0,0,0,matched (3)
4158217,23,0,0,0,matched (3)
4158431,26,0,0,0,matched (3)
4158694,191,1,.0052356021,1,matched (3)
4158811,6,0,0,0,matched (3)
4162277,84,0,0,0,matched (3)
4162761,39,1,.025641026,1,matched (3)
4164174,67,2,.029850746,1,matched (3)
4164931,19,0,0,0,matched (3)
4167487,119,3,.025210084,1,matched (3)
4168385,26,1,.03846154,1,matched (3)
4169623,63,1,.015873017,1,matched (3)
4171804,47,0,0,0,matched (3)
4179451,45,0,0,0,matched (3)
4181726,30,1,.033333335,1,matched (3)
4187029,114,0,0,0,matched (3)
4191322,32,0,0,0,matched (3)
4193581,274,3,.010948905,1,matched (3)
4194847,13,0,0,0,matched (3)
4196947,153,0,0,0,matched (3)
4198680,,0,0,0,master only (1)
4203968,4,0,0,0,matched (3)
4204932,,0,0,0,master only (1)
4205518,46,0,0,0,matched (3)
4209966,19,1,.052631579,1,matched (3)
4212613,87,1,.011494253,1,matched (3)
4213603,55,1,.018181818,1,matched (3)
4219605,,0,0,0,master only (1)
4219994,19,1,.052631579,1,matched (3)
4226984,8,0,0,0,matched (3)
4227424,22,0,0,0,matched (3)
4235033,21,1,.047619049,1,matched (3)
4240274,190,3,.015789473,1,matched (3)
4247671,8,0,0,0,matched (3)
4248775,140,0,0,0,matched (3)
4255213,51,1,.019607844,1,matched (3)
4260628,180,0,0,0,matched (3)
4262825,16,0,0,0,matched (3)
4264394,11,0,0,0,matched (3)
4265154,185,0,0,0,matched (3)
4265938,185,0,0,0,matched (3)
4266637,19,3,.15789473,1,matched (3)
4271793,269,1,.0037174721,1,matched (3)
4275311,,0,0,0,master only (1)
4276355,80,1,.0125,1,matched (3)
4281624,64,1,.015625,1,matched (3)
4285146,52,0,0,0,matched (3)
4285789,,0,0,0,master only (1)
4288673,7,0,0,0,matched (3)
4289633,35,0,0,0,matched (3)
4290736,7,0,0,0,matched (3)
4292094,57,2,.03508772,1,matched (3)
4295608,200,1,.0049999999,1,matched (3)
4297511,191,0,0,0,matched (3)
4299715,20,1,.050000001,1,matched (3)
4304845,,0,0,0,master only (1)
4305054,22,0,0,0,matched (3)
4307551,,0,0,0,master only (1)
4308772,3,0,0,0,matched (3)
4311903,75,0,0,0,matched (3)
4314915,19,0,0,0,matched (3)
4317352,45,0,0,0,matched (3)
4318296,20,2,.1,1,matched (3)
4324281,8,1,.125,1,matched (3)
4326402,28,0,0,0,matched (3)
4327459,1,0,0,0,matched (3)
4334273,24,0,0,0,matched (3)
4335872,13,1,.07692308,1,matched (3)
4336034,12,1,.083333336,1,matched (3)
4341219,19,1,.052631579,1,matched (3)
4346055,39,1,.025641026,1,matched (3)
4352029,1,0,0,0,matched (3)
4352091,8,0,0,0,matched (3)
4362080,44,1,.022727273,1,matched (3)
4363285,,0,0,0,master only (1)
4365896,20,1,.050000001,1,matched (3)
4367195,,0,0,0,master only (1)
4367713,85,0,0,0,matched (3)
4373660,21,0,0,0,matched (3)
4374544,45,2,.044444446,1,matched (3)
4375676,,0,0,0,master only (1)
4378151,349,1,.0028653296,1,matched (3)
4379056,17,1,.05882353,1,matched (3)
4380265,7,1,.14285715,1,matched (3)
4380415,8,0,0,0,matched (3)
4382550,5,0,0,0,matched (3)
4383284,6,1,.16666667,1,matched (3)
4384549,13,0,0,0,matched (3)
4387666,53,2,.03773585,1,matched (3)
4391012,34,1,.029411765,1,matched (3)
4391421,5,1,.2,1,matched (3)
4391460,6,0,0,0,matched (3)
4391896,12,1,.083333336,1,matched (3)
4392930,31,1,.032258064,1,matched (3)
4397261,51,0,0,0,matched (3)
4401586,2,0,0,0,matched (3)
4404095,17,1,.05882353,1,matched (3)
4406470,8,1,.125,1,matched (3)
4408146,3,0,0,0,matched (3)
4408313,17,0,0,0,matched (3)
4418735,113,0,0,0,matched (3)
4420873,7,0,0,0,matched (3)
4423037,3,2,.66666669,1,matched (3)
4426949,7,0,0,0,matched (3)
4429843,3,0,0,0,matched (3)
4431106,410,1,.0024390244,1,matched (3)
4432924,27,1,.037037037,1,matched (3)
4434583,126,0,0,0,matched (3)
4438653,,0,0,0,master only (1)
4444549,16,0,0,0,matched (3)
4448629,3,0,0,0,matched (3)
4452935,24,0,0,0,matched (3)
4453063,31,0,0,0,matched (3)
4453723,4,0,0,0,matched (3)
4455043,9,0,0,0,matched (3)
4460996,53,1,.018867925,1,matched (3)
4463643,156,0,0,0,matched (3)
4464122,,0,0,0,master only (1)
4468683,257,3,.011673152,1,matched (3)
4470830,,0,0,0,master only (1)
4478879,,0,0,0,master only (1)
4479628,95,1,.010526316,1,matched (3)
4482023,25,0,0,0,matched (3)
4482277,134,0,0,0,matched (3)
4483265,,0,0,0,master only (1)
4483465,,0,0,0,master only (1)
4483584,25,0,0,0,matched (3)
4487353,46,0,0,0,matched (3)
4488251,193,0,0,0,matched (3)
4490247,,0,0,0,master only (1)
4492771,71,0,0,0,matched (3)
4504438,131,0,0,0,matched (3)
4508488,263,0,0,0,matched (3)
4508602,10,0,0,0,matched (3)
4508873,3,0,0,0,matched (3)
4514936,9,1,.11111111,1,matched (3)
4517637,314,2,.0063694268,1,matched (3)
4519297,68,1,.014705882,1,matched (3)
4524763,8,0,0,0,matched (3)
4526339,12,1,.083333336,1,matched (3)
4534598,14,0,0,0,matched (3)
4558109,9,3,.33333334,1,matched (3)
4561770,5,1,.2,1,matched (3)
4578692,38,1,.02631579,1,matched (3)
4580792,22,0,0,0,matched (3)
4581403,23,2,.086956523,1,matched (3)
4581951,2,0,0,0,matched (3)
4583058,27,2,.074074075,1,matched (3)
4584861,7,0,0,0,matched (3)
4592622,27,0,0,0,matched (3)
4595029,7,0,0,0,matched (3)
4597208,60,3,.050000001,1,matched (3)
4602272,54,0,0,0,matched (3)
4605382,,0,0,0,master only (1)
4607581,2,0,0,0,matched (3)
4609693,35,0,0,0,matched (3)
4609904,,0,0,0,master only (1)
4610708,,0,0,0,master only (1)
4610788,110,0,0,0,matched (3)
4612801,1,0,0,0,matched (3)
4613280,89,0,0,0,matched (3)
4618611,3,0,0,0,matched (3)
4618655,24,0,0,0,matched (3)
4619179,41,0,0,0,matched (3)
4623063,,0,0,0,master only (1)
4627692,273,0,0,0,matched (3)
4629899,1,0,0,0,matched (3)
4634372,,0,0,0,master only (1)
4636007,23,0,0,0,matched (3)
4639231,2,0,0,0,matched (3)
4642626,60,0,0,0,matched (3)
4645268,1,0,0,0,matched (3)
4648501,13,0,0,0,matched (3)
4656029,9,0,0,0,matched (3)
4657231,7,0,0,0,matched (3)
4662848,29,0,0,0,matched (3)
4664684,,0,0,0,master only (1)
4668594,42,1,.023809524,1,matched (3)
4671556,,0,0,0,master only (1)
4677715,83,0,0,0,matched (3)
4678658,4,0,0,0,matched (3)
4681129,103,0,0,0,matched (3)
4689161,,0,0,0,master only (1)
4691756,21,3,.14285715,1,matched (3)
4693091,40,0,0,0,matched (3)
4694667,4,0,0,0,matched (3)
4703979,132,1,.0075757578,1,matched (3)
4704719,8,0,0,0,matched (3)
4709738,,0,0,0,master only (1)
4710212,157,2,.012738854,1,matched (3)
4713496,8,0,0,0,matched (3)
4715380,41,0,0,0,matched (3)
4716433,256,0,0,0,matched (3)
4716623,4,0,0,0,matched (3)
4717232,31,0,0,0,matched (3)
4717941,68,1,.014705882,1,matched (3)
4724627,21,0,0,0,matched (3)
4725531,44,0,0,0,matched (3)
4731828,,0,0,0,master only (1)
4732135,6,0,0,0,matched (3)
4737755,31,1,.032258064,1,matched (3)
4743375,334,1,.0029940121,1,matched (3)
4746954,20,0,0,0,matched (3)
4758216,10,1,.1,1,matched (3)
4778232,78,1,.012820513,1,matched (3)
4783989,15,1,.06666667,1,matched (3)
4784846,,0,0,0,master only (1)
4791974,,0,0,0,master only (1)
4792818,2,0,0,0,matched (3)
4795247,26,0,0,0,matched (3)
4796888,174,0,0,0,matched (3)
4799384,739,3,.0040595401,1,matched (3)
4802572,64,0,0,0,matched (3)
4807618,4,0,0,0,matched (3)
4809673,,0,0,0,master only (1)
4811874,12,0,0,0,matched (3)
4819031,3,0,0,0,matched (3)
4819292,47,0,0,0,matched (3)
4823987,37,1,.027027028,1,matched (3)
4824094,3,0,0,0,matched (3)
4824212,5,0,0,0,matched (3)
4838469,6,1,.16666667,1,matched (3)
4842245,47,1,.021276595,1,matched (3)
4853319,5,0,0,0,matched (3)
4854703,9,0,0,0,matched (3)
4859326,,0,0,0,master only (1)
4865547,8,0,0,0,matched (3)
4871763,35,0,0,0,matched (3)
4886164,18,1,.055555556,1,matched (3)
4886228,13,2,.15384616,1,matched (3)
4894274,10,0,0,0,matched (3)
4897930,94,1,.010638298,1,matched (3)
4901270,3,0,0,0,matched (3)
4902248,324,0,0,0,matched (3)
4912113,3,0,0,0,matched (3)
4918289,17,0,0,0,matched (3)
4920331,16,0,0,0,matched (3)
4920673,76,1,.013157895,1,matched (3)
4920687,,0,0,0,master only (1)
4920802,19,0,0,0,matched (3)
4921067,154,0,0,0,matched (3)
4922229,31,0,0,0,matched (3)
4929916,6,0,0,0,matched (3)
4930421,33,0,0,0,matched (3)
4933080,36,0,0,0,matched (3)
4935076,25,0,0,0,matched (3)
4935155,46,0,0,0,matched (3)
4941757,10,1,.1,1,matched (3)
4942334,4,0,0,0,matched (3)
4948966,19,0,0,0,matched (3)
4962851,23,3,.13043478,1,matched (3)
4963551,2,0,0,0,matched (3)
4964128,7,0,0,0,matched (3)
4967113,1,0,0,0,matched (3)
4967433,35,1,.028571429,1,matched (3)
4967882,47,1,.021276595,1,matched (3)
4968124,3,0,0,0,matched (3)
4975231,5,2,.40000001,1,matched (3)
4976063,14,0,0,0,matched (3)
4977219,5,0,0,0,matched (3)
4980096,3,0,0,0,matched (3)
4981837,54,0,0,0,matched (3)
4994936,10,0,0,0,matched (3)
5003076,3,0,0,0,matched (3)
5006764,467,2,.0042826552,1,matched (3)
5009369,86,2,.023255814,1,matched (3)
5012619,,0,0,0,master only (1)
5015271,4,0,0,0,matched (3)
5015600,6,0,0,0,matched (3)
5025299,3,0,0,0,matched (3)
5027436,6,0,0,0,matched (3)
5041458,4,1,.25,1,matched (3)
5042986,46,0,0,0,matched (3)
5044897,138,0,0,0,matched (3)
5058681,9,0,0,0,matched (3)
5063932,7,0,0,0,matched (3)
5065402,18,2,.11111111,1,matched (3)
5067109,1,0,0,0,matched (3)
5068681,34,0,0,0,matched (3)
5084814,44,0,0,0,matched (3)
5089467,2,0,0,0,matched (3)
5112516,82,2,.024390243,1,matched (3)
5117569,29,1,.034482758,1,matched (3)
5121445,132,0,0,0,matched (3)
5128143,26,0,0,0,matched (3)
5137741,8,0,0,0,matched (3)
5139262,164,0,0,0,matched (3)
5150555,,0,0,0,master only (1)
5154680,59,0,0,0,matched (3)
5159038,197,1,.005076142,1,matched (3)
5166799,52,2,.03846154,1,matched (3)
5174700,14,0,0,0,matched (3)
5175610,,0,0,0,master only (1)
5178795,17,1,.05882353,1,matched (3)
5179936,6,0,0,0,matched (3)
5180216,2,0,0,0,matched (3)
5185615,102,1,.0098039219,1,matched (3)
5189160,74,0,0,0,matched (3)
5198156,,0,0,0,master only (1)
5198518,1,0,0,0,matched (3)
5201489,35,0,0,0,matched (3)
5201494,,0,0,0,master only (1)
5202799,3,0,0,0,matched (3)
5214312,59,0,0,0,matched (3)
5219422,30,0,0,0,matched (3)
5222471,64,1,.015625,1,matched (3)
5225817,85,0,0,0,matched (3)
5230403,8,1,.125,1,matched (3)
5235589,,0,0,0,master only (1)
5243770,161,3,.018633541,1,matched (3)
5245261,20,0,0,0,matched (3)
5258489,39,1,.025641026,1,matched (3)
5264402,3,0,0,0,matched (3)
5279748,7,0,0,0,matched (3)
5280356,145,0,0,0,matched (3)
5280772,6,0,0,0,matched (3)
5281327,415,2,.0048192772,1,matched (3)
5283465,313,2,.0063897762,1,matched (3)
5283775,65,0,0,0,matched (3)
5288164,,0,0,0,master only (1)
5294864,47,1,.021276595,1,matched (3)
5309820,152,1,.0065789474,1,matched (3)
5316303,17,0,0,0,matched (3)
5318979,19,0,0,0,matched (3)
5321378,,0,0,0,master only (1)
5326266,75,0,0,0,matched (3)
5326337,34,0,0,0,matched (3)
5338703,63,1,.015873017,1,matched (3)
5349150,26,0,0,0,matched (3)
5351150,4,0,0,0,matched (3)
5354509,8,0,0,0,matched (3)
5356013,96,0,0,0,matched (3)
5362585,64,2,.03125,1,matched (3)
5364527,137,1,.00729927,1,matched (3)
5365147,1,0,0,0,matched (3)
5366682,3,0,0,0,matched (3)
5368404,7,0,0,0,matched (3)
5371199,2,0,0,0,matched (3)
5371568,,0,0,0,master only (1)
5380585,4,0,0,0,matched (3)
5381136,163,0,0,0,matched (3)
5381876,41,2,.048780486,1,matched (3)
5393311,14,0,0,0,matched (3)
5395896,18,3,.16666667,1,matched (3)
5397869,12,1,.083333336,1,matched (3)
5415671,9,0,0,0,matched (3)
5418503,44,0,0,0,matched (3)
5420141,253,0,0,0,matched (3)
5421691,8,0,0,0,matched (3)
5424014,49,0,0,0,matched (3)
5424589,18,1,.055555556,1,matched (3)
5425676,36,2,.055555556,1,matched (3)
5437715,33,1,.030303031,1,matched (3)
5448602,39,0,0,0,matched (3)
5456032,100,2,.02,1,matched (3)
5467317,40,1,.025,1,matched (3)
5467611,208,0,0,0,matched (3)
5469474,41,1,.024390243,1,matched (3)
5474300,7,1,.14285715,1,matched (3)
5474400,7,0,0,0,matched (3)
5475597,37,0,0,0,matched (3)
5476173,61,2,.032786883,1,matched (3)
5478450,1,0,0,0,matched (3)
5480102,86,2,.023255814,1,matched (3)
5484317,69,0,0,0,matched (3)
5488431,2,0,0,0,matched (3)
5493138,18,0,0,0,matched (3)
5496988,31,2,.064516127,1,matched (3)
5498573,8,0,0,0,matched (3)
5506163,13,0,0,0,matched (3)
5509035,368,0,0,0,matched (3)
5515895,17,2,.11764706,1,matched (3)
5516813,52,0,0,0,matched (3)
5525305,8,0,0,0,matched (3)
5531882,74,0,0,0,matched (3)
5533076,110,0,0,0,matched (3)
5548801,32,2,.0625,1,matched (3)
5551504,4,0,0,0,matched (3)
5553664,25,0,0,0,matched (3)
5557354,14,0,0,0,matched (3)
5564676,19,1,.052631579,1,matched (3)
5568291,7,0,0,0,matched (3)
5571605,15,0,0,0,matched (3)
5571655,6,0,0,0,matched (3)
5577396,53,0,0,0,matched (3)
5580936,52,1,.01923077,1,matched (3)
5581983,343,2,.005830904,1,matched (3)
5586720,5,0,0,0,matched (3)
5589014,32,0,0,0,matched (3)
5589907,49,0,0,0,matched (3)
5592198,6,0,0,0,matched (3)
5592294,53,0,0,0,matched (3)
5592355,160,0,0,0,matched (3)
5597075,,0,0,0,master only (1)
5605003,145,2,.013793103,1,matched (3)
5607378,19,1,.052631579,1,matched (3)
5609761,106,1,.0094339624,1,matched (3)
5610447,637,6,.0094191525,1,matched (3)
5627423,1,0,0,0,matched (3)
5637697,21,0,0,0,matched (3)
5642209,32,0,0,0,matched (3)
5650916,115,0,0,0,matched (3)
5651180,18,0,0,0,matched (3)
5670920,74,0,0,0,matched (3)
5671345,6,2,.33333334,1,matched (3)
5671934,23,1,.043478262,1,matched (3)
5673073,461,6,.013015185,1,matched (3)
5675443,39,0,0,0,matched (3)
5676229,15,1,.06666667,1,matched (3)
5677904,,0,0,0,master only (1)
5678538,14,0,0,0,matched (3)
5681277,50,1,.02,1,matched (3)
5686577,68,0,0,0,matched (3)
5686743,4,1,.25,1,matched (3)
5701870,56,1,.017857144,1,matched (3)
5702645,,0,0,0,master only (1)
5706175,62,1,.016129032,1,matched (3)
5706512,,0,0,0,master only (1)
5709214,38,0,0,0,matched (3)
5710297,26,0,0,0,matched (3)
5722411,40,0,0,0,matched (3)
5733999,126,4,.031746034,1,matched (3)
5735135,7,0,0,0,matched (3)
5738913,77,0,0,0,matched (3)
5742528,8,2,.25,1,matched (3)
5742992,30,0,0,0,matched (3)
5743628,10,2,.2,1,matched (3)
5751196,30,1,.033333335,1,matched (3)
5752505,8,0,0,0,matched (3)
5754717,11,0,0,0,matched (3)
5757665,22,2,.090909094,1,matched (3)
5761906,125,1,.0080000004,1,matched (3)
5763053,30,0,0,0,matched (3)
5763421,3,1,.33333334,1,matched (3)
5771096,14,0,0,0,matched (3)
5771803,18,0,0,0,matched (3)
5774112,23,1,.043478262,1,matched (3)
5775378,14,2,.14285715,1,matched (3)
5777190,8,0,0,0,matched (3)
5777962,16,0,0,0,matched (3)
5783249,36,0,0,0,matched (3)
5783671,,0,0,0,master only (1)
5785772,,0,0,0,master only (1)
5790502,143,2,.013986014,1,matched (3)
5791260,2,0,0,0,matched (3)
5792383,13,0,0,0,matched (3)
5800645,23,1,.043478262,1,matched (3)
5801394,25,1,.039999999,1,matched (3)
5802063,,0,0,0,master only (1)
5802914,1,1,1,1,matched (3)
5808501,3,0,0,0,matched (3)
5815614,8,2,.25,1,matched (3)
5819649,61,1,.016393442,1,matched (3)
5820782,144,0,0,0,matched (3)
5820872,2,1,.5,1,matched (3)
5821283,15,1,.06666667,1,matched (3)
5821866,77,0,0,0,matched (3)
5823487,1,0,0,0,matched (3)
5828131,77,1,.012987013,1,matched (3)
5830921,1,0,0,0,matched (3)
5847655,4,1,.25,1,matched (3)
5848055,38,1,.02631579,1,matched (3)
5851572,3,0,0,0,matched (3)
5866705,22,0,0,0,matched (3)
5869119,19,0,0,0,matched (3)
5870273,1,0,0,0,matched (3)
5870361,,0,0,0,master only (1)
5870519,18,4,.22222222,1,matched (3)
5871074,35,2,.057142857,1,matched (3)
5871536,115,0,0,0,matched (3)
5872012,52,1,.01923077,1,matched (3)
5881933,1,0,0,0,matched (3)
5883567,4,1,.25,1,matched (3)
5884183,87,5,.057471264,1,matched (3)
5884553,,0,0,0,master only (1)
5885077,55,0,0,0,matched (3)
5885316,82,2,.024390243,1,matched (3)
5885641,358,0,0,0,matched (3)
5887057,7,0,0,0,matched (3)
5887501,15,0,0,0,matched (3)
5897956,29,0,0,0,matched (3)
5898642,114,2,.01754386,1,matched (3)
5909927,1,0,0,0,matched (3)
5912690,,0,0,0,master only (1)
5914584,32,2,.0625,1,matched (3)
5921136,,0,0,0,master only (1)
5921843,99,0,0,0,matched (3)
5925741,8,0,0,0,matched (3)
5926470,30,0,0,0,matched (3)
5932484,23,0,0,0,matched (3)
5935363,152,2,.013157895,1,matched (3)
5944223,86,1,.011627907,1,matched (3)
5944558,,0,0,0,master only (1)
5945146,17,0,0,0,matched (3)
5946129,71,0,0,0,matched (3)
5952612,2,0,0,0,matched (3)
5955187,18,0,0,0,matched (3)
5959138,204,1,.004901961,1,matched (3)
5959544,,0,0,0,master only (1)
5960644,32,0,0,0,matched (3)
5960674,1,0,0,0,matched (3)
5967759,10,0,0,0,matched (3)
5968774,12,3,.25,1,matched (3)
5970068,6,0,0,0,matched (3)
5971687,62,0,0,0,matched (3)
5973552,14,0,0,0,matched (3)
5975839,7,1,.14285715,1,matched (3)
5976873,5,1,.2,1,matched (3)
5977470,1,0,0,0,matched (3)
5985022,25,0,0,0,matched (3)
5985182,3,0,0,0,matched (3)
5985433,,0,0,0,master only (1)
5986271,35,1,.028571429,1,matched (3)
5989392,5,0,0,0,matched (3)
5990076,39,0,0,0,matched (3)
5992151,61,0,0,0,matched (3)
5992420,50,2,.039999999,1,matched (3)
5998593,32,0,0,0,matched (3)
5999932,25,0,0,0,matched (3)
6005338,5,1,.2,1,matched (3)
6005593,131,0,0,0,matched (3)
6024648,53,1,.018867925,1,matched (3)
6027719,26,0,0,0,matched (3)
6031515,1,0,0,0,matched (3)
6033029,17,1,.05882353,1,matched (3)
6034599,59,2,.033898305,1,matched (3)
6040904,4,0,0,0,matched (3)
6045861,,0,0,0,master only (1)
6059772,293,1,.0034129692,1,matched (3)
6060658,86,1,.011627907,1,matched (3)
6060671,56,2,.035714287,1,matched (3)
6066085,26,0,0,0,matched (3)
6066325,44,0,0,0,matched (3)
6074045,7,0,0,0,matched (3)
6089560,2,0,0,0,matched (3)
6090773,72,0,0,0,matched (3)
6091904,8,0,0,0,matched (3)
6091928,7,0,0,0,matched (3)
6095810,2,0,0,0,matched (3)
6096273,87,0,0,0,matched (3)
6096397,18,0,0,0,matched (3)
6096605,4,1,.25,1,matched (3)
6102250,60,1,.016666668,1,matched (3)
6108854,1,0,0,0,matched (3)
6110792,,0,0,0,master only (1)
6118291,12,0,0,0,matched (3)
6121136,53,0,0,0,matched (3)
6129948,10,0,0,0,matched (3)
6132128,31,1,.032258064,1,matched (3)
6134241,53,0,0,0,matched (3)
6135752,77,2,.025974026,1,matched (3)
6136594,12,1,.083333336,1,matched (3)
6136641,10,0,0,0,matched (3)
6136773,,0,0,0,master only (1)
6138557,1,0,0,0,matched (3)
6138704,26,0,0,0,matched (3)
6147951,9,0,0,0,matched (3)
6151969,33,0,0,0,matched (3)
6154817,12,0,0,0,matched (3)
6171590,21,1,.047619049,1,matched (3)
6180266,50,0,0,0,matched (3)
6185482,21,0,0,0,matched (3)
6185667,21,0,0,0,matched (3)
6194220,5,1,.2,1,matched (3)
6199788,138,0,0,0,matched (3)
6201447,9,3,.33333334,1,matched (3)
6201646,521,2,.0038387715,1,matched (3)
6201928,140,0,0,0,matched (3)
6205097,8,0,0,0,matched (3)
6213873,107,0,0,0,matched (3)
6214243,21,0,0,0,matched (3)
6215475,5,0,0,0,matched (3)
6216211,1,0,0,0,matched (3)
6225275,26,1,.03846154,1,matched (3)
6227762,263,5,.019011406,1,matched (3)
6244532,12,0,0,0,matched (3)
6244983,98,0,0,0,matched (3)
6247025,341,2,.0058651026,1,matched (3)
6255958,14,1,.071428575,1,matched (3)
6258168,,0,0,0,master only (1)
6260142,168,0,0,0,matched (3)
6260352,4,0,0,0,matched (3)
6262931,123,1,.008130081,1,matched (3)
6263160,45,0,0,0,matched (3)
6265647,135,0,0,0,matched (3)
6272914,192,2,.010416667,1,matched (3)
6273003,,0,0,0,master only (1)
6274296,74,1,.013513514,1,matched (3)
6276586,38,3,.078947365,1,matched (3)
6277589,9,0,0,0,matched (3)
6277851,353,2,.0056657223,1,matched (3)
6278912,215,1,.0046511628,1,matched (3)
6279256,30,0,0,0,matched (3)
6279418,21,1,.047619049,1,matched (3)
6281756,35,0,0,0,matched (3)
6290107,10,0,0,0,matched (3)
6295156,16,0,0,0,matched (3)
6295541,5,1,.2,1,matched (3)
6296353,14,1,.071428575,1,matched (3)
6297272,42,0,0,0,matched (3)
6305885,19,1,.052631579,1,matched (3)
6307223,6,0,0,0,matched (3)
6310339,2,0,0,0,matched (3)
6312417,34,1,.029411765,1,matched (3)
6324192,59,0,0,0,matched (3)
6327069,32,0,0,0,matched (3)
6327913,,0,0,0,master only (1)
6329395,1,0,0,0,matched (3)
6340105,82,0,0,0,matched (3)
6340550,49,0,0,0,matched (3)
6353432,199,3,.015075377,1,matched (3)
6357395,60,0,0,0,matched (3)
6359357,11,0,0,0,matched (3)
6377862,14,1,.071428575,1,matched (3)
6388979,27,0,0,0,matched (3)
6391572,18,0,0,0,matched (3)
6393724,10,0,0,0,matched (3)
6396871,5,0,0,0,matched (3)
6397101,63,0,0,0,matched (3)
6397933,17,0,0,0,matched (3)
6405171,58,0,0,0,matched (3)
6406979,244,0,0,0,matched (3)
6425856,7,1,.14285715,1,matched (3)
6430244,28,0,0,0,matched (3)
6431986,7,0,0,0,matched (3)
6432920,27,0,0,0,matched (3)
6448563,,0,0,0,master only (1)
6453655,,0,0,0,master only (1)
6455021,38,0,0,0,matched (3)
6455447,,0,0,0,master only (1)
6457603,40,1,.025,1,matched (3)
6459663,19,0,0,0,matched (3)
6470009,2,0,0,0,matched (3)
6475115,,0,0,0,master only (1)
6479468,3,0,0,0,matched (3)
6484853,88,0,0,0,matched (3)
6488417,19,0,0,0,matched (3)
6493588,57,2,.03508772,1,matched (3)
6494570,32,1,.03125,1,matched (3)
6495124,25,1,.039999999,1,matched (3)
6503830,,0,0,0,master only (1)
6505155,12,1,.083333336,1,matched (3)
6510658,12,1,.083333336,1,matched (3)
6513385,28,1,.035714287,1,matched (3)
6514438,15,0,0,0,matched (3)
6523085,82,0,0,0,matched (3)
6524290,16,1,.0625,1,matched (3)
6524704,1,0,0,0,matched (3)
6526919,,0,0,0,master only (1)
6529781,89,2,.02247191,1,matched (3)
6537561,60,0,0,0,matched (3)
6541773,92,0,0,0,matched (3)
6542037,15,0,0,0,matched (3)
6549301,,0,0,0,master only (1)
6556120,142,1,.0070422534,1,matched (3)
6559257,5,0,0,0,matched (3)
6561992,33,1,.030303031,1,matched (3)
6562223,296,0,0,0,matched (3)
6566239,9,1,.11111111,1,matched (3)
6575519,6,1,.16666667,1,matched (3)
6576067,15,1,.06666667,1,matched (3)
6582873,25,3,.12,1,matched (3)
6596634,17,2,.11764706,1,matched (3)
6606359,9,0,0,0,matched (3)
6607873,70,0,0,0,matched (3)
6609493,92,0,0,0,matched (3)
6609984,177,1,.0056497175,1,matched (3)
6617962,116,0,0,0,matched (3)
6618564,33,0,0,0,matched (3)
6619140,37,0,0,0,matched (3)
6623092,1,0,0,0,matched (3)
6624445,10,0,0,0,matched (3)
6625551,7,1,.14285715,1,matched (3)
6626101,13,1,.07692308,1,matched (3)
6626905,19,0,0,0,matched (3)
6628343,20,1,.050000001,1,matched (3)
6629181,128,0,0,0,matched (3)
6630453,2,0,0,0,matched (3)
6639239,17,2,.11764706,1,matched (3)
6644489,76,0,0,0,matched (3)
6644602,1,0,0,0,matched (3)
6655897,3,0,0,0,matched (3)
6658533,80,1,.0125,1,matched (3)
6660841,13,0,0,0,matched (3)
6687267,41,3,.073170729,1,matched (3)
6688302,65,0,0,0,matched (3)
6689265,58,0,0,0,matched (3)
6693902,17,0,0,0,matched (3)
6701883,33,0,0,0,matched (3)
6707112,79,0,0,0,matched (3)
6707650,77,0,0,0,matched (3)
6717081,63,0,0,0,matched (3)
6727267,6,0,0,0,matched (3)
6734216,,0,0,0,master only (1)
6737938,37,0,0,0,matched (3)
6737953,22,2,.090909094,1,matched (3)
6739891,11,1,.090909094,1,matched (3)
6744577,15,0,0,0,matched (3)
6750835,,0,0,0,master only (1)
6763737,,0,0,0,master only (1)
6769569,112,1,.0089285718,1,matched (3)
6772585,21,2,.095238097,1,matched (3)
6780038,2,0,0,0,matched (3)
6784510,4,1,.25,1,matched (3)
6789873,20,1,.050000001,1,matched (3)
6792662,28,1,.035714287,1,matched (3)
6793916,122,0,0,0,matched (3)
6795600,53,1,.018867925,1,matched (3)
6795635,73,5,.06849315,1,matched (3)
6807733,21,1,.047619049,1,matched (3)
6810063,,0,0,0,master only (1)
6815963,27,0,0,0,matched (3)
6824743,75,0,0,0,matched (3)
6826136,106,0,0,0,matched (3)
6826625,3,0,0,0,matched (3)
6828223,2,0,0,0,matched (3)
6836024,23,0,0,0,matched (3)
6839207,90,0,0,0,matched (3)
6839328,55,0,0,0,matched (3)
6842396,19,0,0,0,matched (3)
6847740,18,0,0,0,matched (3)
6855920,3,1,.33333334,1,matched (3)
6858161,1,0,0,0,matched (3)
6867099,27,1,.037037037,1,matched (3)
6867897,95,0,0,0,matched (3)
6874170,43,0,0,0,matched (3)
6878448,33,3,.090909094,1,matched (3)
6882944,19,1,.052631579,1,matched (3)
6884579,13,0,0,0,matched (3)
6884777,23,0,0,0,matched (3)
6886784,8,0,0,0,matched (3)
